icao,name,lat,lon,elevation_ft,type
KF43,El Dorado Downtown Airport-Stevens Field,33.1912,-92.6632,256,small_airport
KF44,Athens Municipal Airport,32.163799,-95.8284,444,small_airport
KF45,North Palm Beach County General Aviation Airport,26.8444,-80.221298,22,small_airport
KF46,Rockwall Municipal Airport,32.930599,-96.435501,574,small_airport
KF47,St George Island Airport,29.645999908447266,-84.9166030883789,3,small_airport
KF49,Slaton Municipal Airport,33.484798431396484,-101.66100311279297,3123,small_airport
KF51,Winnsboro Municipal Airport,32.938801,-95.2789,513,small_airport
KF53,Franklin County Airport,33.215401,-95.237396,412,small_airport
KF56,Arledge Field,32.9091,-99.736,1561,small_airport
KF62,Hayfork Airport,40.547100067139,-123.18199920654,2321,small_airport
KF68,Anadarko Municipal Airport,35.05220031738281,-98.26429748535156,1286,small_airport
KF69,Air Park Dallas Airport,33.023499,-96.836899,695,small_airport
KF70,French Valley Airport,33.5742,-117.127998,1350,small_airport
KF72,Franklin Field,38.304901123047,-121.43000030518,21,small_airport
KF75,Harrison Field of Knox City Airport,33.436933,-99.815842,1500,small_airport
KF82,Town & Country Airpark,33.48559952,-101.8130035,3200,small_airport
KF84,Stigler Regional Airport,35.289101,-95.093903,599,small_airport
KF85,Cochran County Airport,33.72930145263672,-102.73400115966797,3746,small_airport
KF86,Caldwell Parish Airport,32.12216,-92.05452,67,small_airport
KF87,Union Parish Airport,32.724998,-92.337196,121,small_airport
KF88,Jonesboro Airport,32.202,-92.732903,256,small_airport
KF89,Winnsboro Municipal Airport,32.153,-91.698588,76,small_airport
KF97,Seagraves Airport,32.954601,-102.541,3366,small_airport
KF98,Yoakum County Airport,33.21730042,-102.8300018,3704,small_airport
KF99,Holdenville Municipal Airport,35.08589935,-96.41670227,861,small_airport
KFAF,Felker Army Air Field,37.1325,-76.608803,12,medium_airport
KFAM,Farmington Regional Airport,37.761101,-90.428597,946,small_airport
KFAR,Hector International Airport,46.9207,-96.815804,902,medium_airport
KFAT,Fresno Yosemite International Airport,36.775767,-119.718018,336,large_airport
KFAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,medium_airport
KFBG,Simmons Army Air Field,35.13180161,-78.93669891,244,medium_airport
KFBL,Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,1060,small_airport
KFBR,Fort Bridger Airport,41.3918991089,-110.406997681,7034,small_airport
KFBY,Fairbury Municipal Airport,40.182998657199995,-97.16929626459999,1479,small_airport
KFCH,Fresno Chandler Executive Airport,36.732399,-119.82,279,small_airport
KFCI,Richmond Executive-Chesterfield County Airport,37.406502,-77.525002,236,small_airport
KFCM,Flying Cloud Airport,44.8272018433,-93.45709991460001,906,small_airport
KFCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,medium_airport
KFCY,Forrest City Municipal Airport,34.942001342800005,-90.7750015259,249,small_airport
KFDK,Frederick Municipal Airport,39.417598724399994,-77.3742980957,303,small_airport
KFDR,Frederick Regional Airport,34.35200119,-98.98390198,1258,small_airport
KFDW,Fairfield County Airport,34.315498,-81.108803,577,small_airport
KFDY,Findlay Airport,41.013500213600004,-83.66870117190001,813,medium_airport
KFEP,Albertus Airport,42.2462005615,-89.58200073239999,859,small_airport
KFET,Fremont Municipal Airport,41.45024,-96.522884,1204,small_airport
KFFA,First Flight Airport,36.0181999207,-75.67130279540001,13,small_airport
KFFC,Peachtree City Falcon Field,33.3573,-84.5718,808,small_airport
KFFL,Fairfield Municipal Airport,41.053024,-91.980114,799,small_airport
KFFM,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,1183,small_airport
KFFO,Wright-Patterson Air Force Base,39.826099,-84.048302,823,medium_airport
KFFT,Capital City Airport,38.181698,-84.906764,806,small_airport
KFFX,Fremont Municipal Airport,43.436854,-85.996592,772,small_airport
KFFZ,Falcon Field,33.4608,-111.727997,1394,small_airport
KFGU,Collegedale Municipal Airport,35.044315,-85.020146,860,small_airport
KFGX,Fleming Mason Airport,38.5418014526,-83.74340057370001,913,small_airport
KFHR,Friday Harbor Airport,48.523654,-123.024645,113,medium_airport
KFHU,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,4719,medium_airport
KFIG,Clearfield Lawrence Airport,41.049032,-78.415003,1516,small_airport
KFIT,Fitchburg Municipal Airport,42.554100036621094,-71.75900268554688,348,small_airport
KFKA,Fillmore County Airport,43.6768,-92.179703,1277,small_airport
KFKL,Venango Regional Airport,41.3778991699,-79.8603973389,1540,medium_airport
KFKN,Franklin Regional Airport,36.698101,-76.903801,41,small_airport
KFKR,Frankfort Clinton County Regional Airport,40.273399,-86.562202,861,small_airport
KFKS,Frankfort Dow Memorial Field,44.625198,-86.200798,633,small_airport
KFLD,Fond du Lac County Airport,43.7711982727,-88.48840332030001,808,small_airport
KFLG,Flagstaff Pulliam Airport,35.139757,-111.669826,7014,medium_airport
KFLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,large_airport
KFLO,Florence Regional Airport,34.18539810180664,-79.7238998413086,146,medium_airport
KFLP,Marion County Regional Airport,36.29090118,-92.59030151,719,small_airport
KFLR,Homestead East Airstrip,25.556165,-80.356021,0,small_airport
KFLV,Sherman Army Air Field,39.3683013916,-94.9147033691,772,small_airport
KFLX,Fallon Municipal Airport,39.4990997314,-118.749000549,3963,small_airport
KFME,Fort Meade Executive Airport,39.0854,-76.759399,150,medium_airport
KFMH,Cape Cod Coast Guard Air Station,41.657899,-70.52163,131,small_airport
KFMM,Fort Morgan Municipal Airport,40.335758,-103.804371,4569,small_airport
KFMN,Four Corners Regional Airport,36.741199,-108.230003,5506,medium_airport
KFMY,Page Field,26.58659935,-81.86329650879999,17,medium_airport
KFMZ,Fairmont State Airport,40.586102,-97.573097,1636,small_airport
KFNB,Brenner Field,40.0788,-95.592003,984,small_airport
KFNL,Northern Colorado Regional Airport,40.44969,-105.011272,5016,medium_airport
KFNT,Bishop International Airport,42.969294,-83.743355,782,medium_airport
KFOA,Flora Municipal Airport,38.66490173339844,-88.4530029296875,473,small_airport
KFOD,Fort Dodge Regional Airport,42.552624,-94.191237,1156,medium_airport
KFOE,Topeka Regional Airport,38.950901,-95.663597,1078,medium_airport
KFOK,Francis S Gabreski Airport,40.8437004089,-72.6317977905,67,small_airport
KFOM,Fillmore Municipal Airport,38.95830154,-112.362999,4985,small_airport
KFOT,Rohnerville Airport,40.55390167,-124.1330032,393,small_airport
KFOZ,Bigfork Municipal Airport,47.783865,-93.65098,1348,small_airport
KFPK,Fitch H Beach Airport,42.574501,-84.811401,891,small_airport
KFPR,Treasure Coast International Airport,27.4951,-80.368301,24,medium_airport
KFQD,Rutherford County Marchman Field,35.4282,-81.935097,1077,small_airport
KFRG,Republic Airport,40.728576,-73.414267,82,medium_airport
KFRH,French Lick Municipal Airport,38.5061988831,-86.63690185550001,792,small_airport
KFRI,Marshall Army Air Field,39.053021,-96.764202,1065,medium_airport
KFRM,Fairmont Municipal Airport,43.643901825,-94.4156036377,1162,small_airport
KFRR,Front Royal Warren County Airport,38.9175,-78.253502,709,small_airport
KFSD,Sioux Falls Regional Airport,43.585463,-96.741152,1429,medium_airport
KFSE,Fosston Municipal Airport-Anderson Field,47.5928,-95.773499,1277,small_airport
KFSI,Henry Post Army Air Field,34.649799,-98.402199,1189,medium_airport
KFSK,Fort Scott Municipal Airport,37.7984008789,-94.7694015503,918,small_airport
KFSM,Fort Smith Regional Airport,35.336601,-94.367401,469,medium_airport
KFSO,Franklin County State Airport,44.9403,-73.097504,228,small_airport
KFST,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,3011,medium_airport
KFSU,Fort Sumner Municipal Airport,34.4833984375,-104.217002869,4165,small_airport
KFSW,Fort Madison Municipal Airport,40.659113,-91.327763,724,small_airport
KFTG,Colorado Air and Space Port,39.784194,-104.537639,5512,small_airport
KFTK,Godman Army Air Field,37.907100677500004,-85.9720993042,756,medium_airport
KFTT,Elton Hensley Memorial Airport,38.83810043334961,-92.00260162353516,886,small_airport
KFTW,Fort Worth Meacham International Airport,32.819919,-97.360818,710,medium_airport
KFTY,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,841,medium_airport
KFUL,Fullerton Municipal Airport,33.8720016479,-117.980003357,96,small_airport
KFVE,Northern Aroostook Regional Airport,47.2854995728,-68.31279754639999,988,small_airport
KFVX,Farmville Regional Airport,37.35749817,-78.43779755,416,small_airport
KFWA,Fort Wayne International Airport,40.978896,-85.194465,814,medium_airport
KFWC,Fairfield Municipal Airport,38.378601,-88.412697,436,small_airport
KFWN,Sussex Airport,41.200199127197266,-74.62300109863281,421,small_airport
KFWQ,Rostraver Airport,40.209702,-79.831398,1228,small_airport
KFWS,Fort Worth Spinks Airport,32.565201,-97.308098,700,small_airport
KFXE,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,13,medium_airport
KFXY,Forest City Municipal Airport,43.23469925,-93.62409973,1229,small_airport
KFYE,Fayette County Airport,35.207699,-89.394501,436,small_airport
KFYJ,Middle Peninsula Regional Airport,37.521299,-76.762762,20,small_airport
KFYM,Fayetteville Municipal Airport,35.059700012200004,-86.5640029907,984,small_airport
KFYV,Drake Field,36.00510025024414,-94.17009735107422,1251,medium_airport
KFZG,Fitzgerald Municipal Airport,31.683700561523438,-83.27050018310547,365,small_airport
KFZI,Fostoria Metropolitan Airport,41.1908,-83.394501,752,small_airport
KFZY,Oswego County Airport,43.3508,-76.3881,475,small_airport
KGAB,Gabbs Airport,38.923173,-117.9572,4700,small_airport
KGAD,Northeast Alabama Regional Airport,33.972599,-86.088996,569,small_airport
KGAF,Hutson Field,48.404701232910156,-97.37090301513672,824,small_airport
KGAG,Gage Heibeck Airport,36.295502,-99.776398,2223,small_airport
KGAI,Montgomery County Airpark,39.168301,-77.166,539,small_airport
KGAO,South Lafourche Leonard Miller Jr Airport,29.441052,-90.261129,1,small_airport
KGAS,Gallia Meigs Regional Airport,38.834099,-82.163399,566,small_airport
KGAX,Williams Auxiliary Air Field 6,32.884669,-112.816544,0,small_airport
KGBD,Great Bend Municipal Airport,38.344299,-98.8592,1887,small_airport
KGBG,Galesburg Municipal Airport,40.937999725299996,-90.431098938,764,small_airport
KGBN,Gila Bend Air Force Auxiliary Airport,32.887501,-112.720001,883,small_airport
KGBR,Walter J. Koladza Airport,42.18420029,-73.40319824,739,small_airport
KGCC,Northeast Wyoming Regional Airport,44.3489,-105.539001,4365,medium_airport
KGCD,Grant County Regional Airport / Ogilvie Field,44.404202,-118.962997,3703,small_airport
KGCK,Garden City Regional Airport,37.9275016785,-100.723999023,2891,medium_airport
KGCM,Claremore Regional Airport,36.292702,-95.479599,733,small_airport
KGCN,Grand Canyon National Park Airport,35.9524,-112.147003,6609,medium_airport
KGCT,Guthrie County Regional Airport,41.687801361083984,-94.4352035522461,1230,small_airport
KGCY,Greeneville Municipal Airport,36.195648,-82.811482,1608,small_airport
KGDB,Granite Falls Municipal Airport / Lenzen-Roe Memorial Field,44.7533,-95.556,1047,small_airport
KGDJ,Granbury Regional Airport,32.442222,-97.824444,835,small_airport
KGDM,Gardner Municipal Airport,42.5499992371,-72.0160980225,955,small_airport
KGDV,Dawson Community Airport,47.137658,-104.80691,2458,medium_airport
KGDW,Gladwin Zettel Memorial Airport,43.9706001282,-84.47499847410002,776,small_airport
KGED,Delaware Coastal Airport,38.689201,-75.358902,53,small_airport
KGEG,Spokane International Airport,47.6199,-117.533997,2376,large_airport
KGEO,Brown County Airport,38.881901,-83.882698,958,small_airport
KGEU,Glendale Municipal Airport,33.52690124511719,-112.29499816894531,1071,small_airport
KGEV,Ashe County Airport,36.432418,-81.418519,3180,small_airport
KGEY,South Big Horn County Airport,44.51679993,-108.0830002,3939,small_airport
KGEZ,Shelbyville Municipal Airport,39.586044,-85.804024,803,small_airport
KGFD,Pope Field,39.790715,-85.735019,895,small_airport
KGFK,Grand Forks International Airport,47.949299,-97.176102,845,medium_airport
KGFL,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,medium_airport
KGFZ,Greenfield Municipal Airport,41.327,-94.445702,1364,small_airport
KGGE,Georgetown County Airport,33.3116989136,-79.3196029663,39,small_airport
KGGF,Grant Municipal Airport,40.869499,-101.733002,3425,small_airport
KGGG,East Texas Regional Airport,32.38399887084961,-94.71150207519531,365,medium_airport
KGGI,Grinnell Regional Airport,41.70991,-92.736052,1008,small_airport
KGGP,Logansport Cass County Airport,40.711201,-86.374901,738,small_airport
KGGW,Glasgow Valley County Airport Wokal Field,48.212502,-106.614998,2296,medium_airport
KGHG,Marshfield Municipal George Harlow Field,42.097665,-70.67283,11,small_airport
KGHM,Centerville Municipal Airport,35.8373985291,-87.44539642330001,768,small_airport
KGHW,Glenwood Municipal Airport,45.64390182495117,-95.32039642333984,1393,small_airport
KGIC,Idaho County Airport,45.9426,-116.123001,3314,small_airport
KGIF,Winter Haven Regional Airport - Gilbert Field,28.062901,-81.753304,145,small_airport
KGJT,Grand Junction Regional Airport,39.126663,-108.529387,4858,medium_airport
KGKJ,Port Meadville Airport,41.626499,-80.214699,1399,small_airport
KGKT,Gatlinburg-Pigeon Forge Airport,35.85779953,-83.52870178219999,1014,small_airport
KGKY,Arlington Municipal Airport,32.66389846801758,-97.09429931640625,628,small_airport
KGLD,Goodland Municipal Airport,39.370701,-101.699753,3656,medium_airport
KGLE,Gainesville Municipal Airport,33.651401519800004,-97.1969985962,845,small_airport
KGLH,Mid Delta Regional Airport,33.482899,-90.985603,131,medium_airport
KGLR,Gaylord Regional Airport,45.013500213600004,-84.7035980225,1328,small_airport
KGLS,Scholes International At Galveston Airport,29.265301,-94.860397,6,medium_airport
KGLW,Glasgow Municipal Airport,37.03179932,-85.9536972,716,small_airport
KGLY,Clinton Memorial Airport,38.35660171508789,-93.68419647216797,822,small_airport
KGMJ,Grove Municipal Airport,36.6068,-94.738602,831,small_airport
KGMU,Greenville Downtown Airport,34.847903,-82.350217,1048,medium_airport
KGNB,Granby Grand County Airport,40.089698791503906,-105.91699981689453,8203,small_airport
KGNC,Gaines County Airport,32.676807,-102.649927,3315,small_airport
KGNF,Grenada Municipal Airport,33.8325,-89.798203,208,small_airport
KGNG,Gooding Municipal Airport,42.91719818,-114.7649994,3732,small_airport
KGNT,Grants-Milan Municipal Airport,35.167301178,-107.902000427,6537,small_airport
KGNV,Gainesville Regional Airport,29.6900997162,-82.2717971802,152,medium_airport
KGOK,Guthrie-Edmond Regional Airport,35.84980011,-97.41560364,1069,small_airport
KGON,Groton New London Airport,41.330101,-72.045097,9,medium_airport
KGOO,Nevada County Airport,39.223998,-121.002997,3152,small_airport
KGOP,Gatesville Municipal Airport,31.421301,-97.796996,905,small_airport
KGOV,Grayling Army Air Field,44.680302,-84.728897,1158,small_airport
KGPH,Midwest National Air Center Airport,39.3325,-94.309601,777,small_airport
KGPI,Glacier Park International Airport,48.310501,-114.255997,2977,medium_airport
KGPM,Grand Prairie Municipal Airport,32.698799,-97.046898,588,small_airport
KGPT,Gulfport Biloxi International Airport,30.405582,-89.069836,28,medium_airport
KGPZ,Grand Rapids Itasca Co-Gordon Newstrom field,47.21110153,-93.50980377,1355,small_airport
KGQQ,Galion Municipal Airport,40.7533988953,-82.7238006592,1224,small_airport
KGRB,Austin Straubel International Airport,44.483459,-88.130805,695,medium_airport
KGRD,Greenwood County Airport,34.248699,-82.159103,631,small_airport
KGRE,Greenville Airport,38.836844,-89.376525,541,small_airport
KGRF,Gray Army Air Field,47.07920074,-122.5810013,300,medium_airport
KGRI,Central Nebraska Regional Airport,40.967498779296875,-98.30960083007812,1847,medium_airport
KGRK,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903,1015,medium_airport
KGRN,Gordon Municipal Airport,42.8059997559,-102.175003052,3562,small_airport
KGRR,Gerald R. Ford International Airport,42.880798,-85.522797,794,large_airport
KGSB,Seymour Johnson Air Force Base,35.339401,-77.960602,109,medium_airport
KGSH,Goshen Municipal Airport,41.526401519800004,-85.79290008539999,827,small_airport
KGSO,Piedmont Triad International Airport,36.09937,-79.937262,925,large_airport
KGSP,Greenville-Spartanburg International Airport,34.895699,-82.218903,964,medium_airport
KGTB,Wheeler Sack Army Air Field,44.055599,-75.719498,688,medium_airport
KGTE,Gothenburg Municipal Airport,40.9263,-100.148003,2559,small_airport
KGTF,Great Falls International Airport,47.481998,-111.371002,3680,medium_airport
KGTG,Grantsburg Municipal Airport,45.7980995178,-92.6643981934,927,small_airport
KGTR,Golden Triangle Regional Airport,33.450298,-88.5914,264,medium_airport
KGTU,Georgetown Executive Airport at Johnny Gantt Field,30.677543,-97.678524,790,small_airport
KGUC,Gunnison Crested Butte Regional Airport,38.534672,-106.934566,7680,medium_airport
KGUP,Gallup Municipal Airport,35.511653,-108.788166,6472,medium_airport
KGUS,Grissom Air Reserve Base,40.648102,-86.1521,812,medium_airport
KGUY,Guymon Municipal Airport,36.6851005554,-101.508003235,3123,medium_airport
KGVE,Gordonsville Municipal Airport,38.155998,-78.165802,454,small_airport
KGVL,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276,small_airport
KGVQ,Genesee County Airport,43.0317,-78.167603,914,small_airport
KGVT,Majors Airport,33.0677986145,-96.0652999878,535,small_airport
KGWB,De Kalb County Airport,41.307201,-85.0644,880,small_airport
KGWO,Greenwood–Leflore Airport,33.495025,-90.088204,162,medium_airport
KGWR,Gwinner Roger Melroe Field,46.2187,-97.643204,1266,small_airport
KGWS,Glenwood Springs Municipal Airport,39.5083007812,-107.310997009,5916,small_airport
KGWW,Wayne Executive Jetport,35.460602,-77.964897,134,small_airport
KGX,Grayling Airport,62.895187,-160.066289,99,small_airport
KGXY,Greeley–Weld County Airport,40.4374008179,-104.633003235,4697,small_airport
KGYB,Giddings-Lee County Airport,30.1693,-96.980003,485,small_airport
KGYH,Donaldson Field Airport,34.758301,-82.376404,955,small_airport
KGYI,North Texas Regional Airport Perrin Field,33.7141,-96.673698,749,medium_airport
KGYL,Glencoe Municipal Airport,44.756001,-94.0812,992,small_airport
KGYR,Phoenix Goodyear Airport,33.4225006104,-112.375999451,968,small_airport
KGYY,Gary/Chicago International Airport,41.617087,-87.413206,591,medium_airport
KGZ,Glacier Creek Airport,61.4551010132,-142.380996704,2380,small_airport
KGZH,Evergreen Regional Airport/Middleton Field,31.4158,-87.043999,259,small_airport
KGZN,Gregory M. Simmons Memorial Airport,32.367348,-99.023642,1711,small_airport
KGZS,Abernathy Field,35.153702,-87.056801,685,small_airport
KH04,Vinita Municipal Airport,36.632999420166016,-95.15139770507812,696,small_airport
KH05,Wilburton Municipal Airport,34.91999816894531,-95.39399719238281,670,small_airport
KH17,Buffalo Municipal Airport,37.654202,-93.0877,1154,small_airport
KH19,Bowling Green Municipal Airport,39.36989974975586,-91.21929931640625,886,small_airport
KH21,Camdenton Memorial Airport,37.974024,-92.691254,1062,small_airport
KH34,Huntsville Municipal Airport,36.078201,-93.754799,1749,small_airport
KH35,Clarksville Municipal Airport,35.470699,-93.4272,481,small_airport
KH37,Herlong Airport,40.138801574707,-120.17900085449,4055,small_airport
KH58,Owen Field,37.18470001220703,-92.73760223388672,1600,small_airport
KH68,Hefner Easley Airport,35.96260070800781,-95.34190368652344,609,small_airport
KH70,Stratford Field,36.34560012817383,-102.04900360107422,3668,small_airport
KH71,Mid America Industrial Airport,36.225399,-95.330101,622,small_airport
KH76,Pawhuska Municipal Airport,36.67169952392578,-96.40560150146484,1000,small_airport
KH79,Eldon Model Airpark,38.360599517822266,-92.57160186767578,909,small_airport
KH88,A Paul Vance Fredericktown Regional Airport,37.605801,-90.2873,880,small_airport
KH92,Hominy Municipal Airport,36.44269943237305,-96.38719940185547,825,small_airport
KH96,Benton Municipal Airport,38.006699,-88.934402,444,small_airport
KHAB,Marion County Rankin Fite Airport,34.11759949,-87.99819946,436,small_airport
KHAE,Hannibal Regional Airport,39.724499,-91.443703,769,small_airport
KHAF,Half Moon Bay Airport,37.513401031499995,-122.500999451,66,small_airport
KHAI,Three Rivers Municipal Dr Haines Airport,41.959801,-85.593399,824,small_airport
KHAO,Butler Co Regional Airport - Hogan Field,39.363800048799995,-84.5220031738,633,small_airport
KHBC,Mohall Municipal Airport,48.76839828491211,-101.53700256347656,1649,small_airport
KHBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,medium_airport
KHBI,Asheboro Regional Airport,35.65449905,-79.8946991,671,small_airport
KHBR,Hobart Regional Airport,34.991317,-99.051313,1563,medium_airport
KHBV,Jim Hogg County Airport,27.349599838256836,-98.73699951171875,663,small_airport
KHBZ,Heber Springs Municipal Airport,35.5117,-92.013,632,small_airport
KHCD,Hutchinson Municipal Butler Field,44.859901,-94.3825,1062,small_airport
KHCO,Hallock Municipal Airport,48.752701,-96.943001,819,small_airport
KHCR,Heber Valley Airport,40.4818,-111.429001,5637,small_airport
KHDC,Hammond Northshore Regional Airport,30.521601,-90.418404,47,small_airport
KHDE,Brewster Field,40.452099,-99.336502,2313,small_airport
KHDN,Yampa Valley Airport,40.481201,-107.218002,6606,medium_airport
KHDO,South Texas Regional Airport at Hondo,29.35950088501,-99.176696777344,930,small_airport
KHEE,Thompson-Robbins Airport,34.576571,-90.67616,242,small_airport
KHEF,Manassas Regional Airport/Harry P. Davis Field,38.721401,-77.515404,192,medium_airport
KHEG,Herlong Airport,30.2778,-81.805901,87,small_airport
KHEI,Hettinger Municipal Airport,46.0149,-102.655998,2705,small_airport
KHEQ,Holyoke Airport,40.569400787353516,-102.27300262451172,3730,small_airport
KHEZ,Natchez–Adams County Airport / Hardy-Anders Field,31.614817,-91.297331,272,small_airport
KHFD,Hartford Brainard Airport,41.736698150635,-72.649398803711,18,medium_airport
KHFF,Mackall Army Air Field,35.036087,-79.498615,376,small_airport
KHFJ,Monett Regional Airport,36.9062,-94.012802,1314,small_airport
KHFY,Indy South Greenwood Airport,39.628399,-86.087898,822,small_airport
KHGR,Hagerstown Regional Richard A Henson Field,39.708771,-77.728014,703,medium_airport
KHHF,Hemphill County Airport,35.89530182,-100.4039993,2396,small_airport
KHHG,Huntington Municipal Airport,40.852901,-85.4571,806,small_airport
KHHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,medium_airport
KHHW,Stan Stamper Municipal Airport,34.03480148,-95.54190063,572,small_airport
KHIB,Range Regional Airport,47.384831,-92.836905,1354,medium_airport
KHIE,Mount Washington Regional Airport,44.36752,-71.545765,1074,small_airport
KHIF,Hill Air Force Base,41.12403,-111.973086,4789,medium_airport
KHIG,Higginsville Industrial Municipal Airport,39.07289886,-93.67749786,840,small_airport
KHII,Lake Havasu City Airport,34.570506,-114.357745,783,medium_airport
KHIO,Portland Hillsboro Airport,45.540401,-122.949997,208,medium_airport
KHJH,Hebron Municipal Airport,40.151884,-97.583953,1466,small_airport
KHJO,Hanford Municipal Airport,36.31669998,-119.6279984,240,small_airport
KHKA,Blytheville Municipal Airport,35.940399169900004,-89.83080291750001,255,small_airport
KHKS,Hawkins Field,32.33449936,-90.22219849,341,small_airport
KHKY,Hickory Regional Airport,35.74110031,-81.38950348,1190,medium_airport
KHLB,Batesville Airport,39.342861,-85.258441,973,small_airport
KHLC,Hill City Municipal Airport,39.37879944,-99.83149719,2238,small_airport
KHLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,medium_airport
KHLN,Helena Regional Airport,46.6068,-111.983002,3877,medium_airport
KHLX,Twin County Airport,36.766102,-80.823601,2693,small_airport
KHMN,Holloman Air Force Base,32.852501,-106.107002,4093,medium_airport
KHMT,Hemet Ryan Airport,33.7340011597,-117.023002625,1512,small_airport
KHMZ,Bedford County Airport,40.085952,-78.513359,1162,small_airport
KHNB,Huntingburg Airport,38.2490005493,-86.95369720459999,529,small_airport
KHND,Henderson Executive Airport,35.9728012085,-115.134002686,2492,small_airport
KHNR,Harlan Municipal Airport,41.58440017700195,-95.339599609375,1231,small_airport
KHNZ,Henderson Oxford Airport,36.361599,-78.529198,526,small_airport
KHOB,Lea County Regional Airport,32.6875,-103.217003,3661,medium_airport
KHOC,Highland County Airport,39.188801,-83.538803,977,small_airport
KHOE,Homerville Airport,31.055901,-82.774101,186,small_airport
KHON,Huron Regional Airport,44.385201,-98.2285,1289,medium_airport
KHOP,Campbell Army Airfield (Fort Campbell),36.674154,-87.48974,573,medium_airport
KHOT,Memorial Field Airport,34.4788,-93.096262,540,medium_airport
KHOU,William P. Hobby Airport,29.645336,-95.276812,46,large_airport
KHPN,Westchester County Airport,41.06700134277344,-73.70760345458984,439,medium_airport
KHPT,Hampton Municipal Airport,42.7237014771,-93.22630310059999,1176,small_airport
KHPY,Baytown Airport,29.786100387599998,-94.95269775390001,34,small_airport
KHQG,Hugoton Municipal Airport,37.163101,-101.371002,3134,small_airport
KHQM,Bowerman Airport,46.971199035599994,-123.93699646,18,medium_airport
KHQU,Thomson-McDuffie County Airport,33.52970123,-82.51650238,501,small_airport
KHQZ,Mesquite Metro Airport,32.747002,-96.530403,447,small_airport
KHRI,Hermiston Municipal Airport,45.828223,-119.259024,644,small_airport
KHRJ,Harnett Regional Jetport Airport,35.379398,-78.733002,202,small_airport
KHRL,Valley International Airport,26.228500366210938,-97.65440368652344,36,medium_airport
KHRO,Boone County Airport,36.26150131225586,-93.15470123291016,1365,medium_airport
KHRT,Hurlburt Field,30.427799,-86.689301,38,medium_airport
KHRU,Herington Regional Airport,38.694698333740234,-96.80799865722656,1480,small_airport
KHRX,Hereford Municipal Airport,34.85779953,-102.3259964,3788,small_airport
KHSA,Stennis International Airport,30.3678,-89.454597,23,small_airport
KHSB,Harrisburg-Raleigh Airport,37.811298,-88.550301,398,small_airport
KHSD,Sundance Airpark,35.601799,-97.7062,1193,small_airport
KHSE,Billy Mitchell Airport,35.232799530029,-75.617797851562,17,small_airport
KHSG,Hot Springs County Airport,43.713602,-108.389687,4895,small_airport
KHSI,Hastings Municipal Airport,40.6053009033,-98.42790222170001,1961,small_airport
KHSP,Ingalls Field,37.95140076,-79.83390045,3793,small_airport
KHSR,Hot Springs Municipal Airport,43.366615,-103.390545,3150,small_airport
KHST,Homestead Air Reserve Base,25.4886,-80.383598,5,medium_airport
KHSV,Huntsville International Airport,34.636244,-86.774378,629,medium_airport
KHTH,Hawthorne Industrial Airport,38.544399,-118.634002,4215,small_airport
KHTL,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,1150,small_airport
KHTO,Town of East Hampton Airport,40.959954,-72.25105,55,small_airport
KHTS,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,828,medium_airport
KHTW,Lawrence County Airpark,38.419082,-82.494922,568,small_airport
KHUA,Redstone Army Air Field,34.67869949,-86.68479919,684,medium_airport
KHUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,medium_airport
KHUL,Houlton International Airport,46.1231002808,-67.792098999,489,medium_airport
KHUM,Houma Terrebonne Airport,29.5664997101,-90.6604003906,10,small_airport
KHUT,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,1543,medium_airport
KHVC,Hopkinsville Christian County Airport,36.856998,-87.455101,564,small_airport
KHVE,Hanksville Airport,38.417999267599996,-110.70400238,4444,small_airport
KHVN,Tweed New Haven Airport,41.262869,-72.887694,12,medium_airport
KHVR,Havre City County Airport,48.541387,-109.762859,2591,medium_airport
KHVS,Hartsville Regional Airport,34.4030990601,-80.11920166019999,364,small_airport
KHWD,Hayward Executive Airport,37.659198761,-122.122001648,52,small_airport
KHWO,North Perry Airport,26.0012,-80.2407,8,medium_airport
KHWQ,Wheatland County Airport at Harlowton,46.448601,-109.852997,4311,small_airport
KHWV,Brookhaven Calabro Airport,40.821899,-72.8694,81,small_airport
